,objectID,food_type,stars_count,reviews_count,neighborhood,phone_number,price_range,dining_style,name,address,area,city,country,image_url,mobile_reserve_url,payment_options,phone,postal_code,price,reserve_url,state,_geoloc
10,107638,American,4.5,127,Mentor,(440) 974-3572,$30 and under,Casual Elegant,Skye Bistro,8434 Mentor Ave,Cleveland / Akron / Canton,Mentor,US,https://www.opentable.com/img/restimages/107638.jpg,http://mobile.opentable.com/opentable/?restId=107638,"['AMEX', 'Discover', 'MasterCard', 'Visa']",4409743572x,44060,2,http://www.opentable.com/single.aspx?rid=107638,OH,"{'lat': 41.666241, 'lng': -81.338769}"
11,107134,American,4.7,139,Sandusky,(419) 502-9463,$30 and under,Casual Dining,Crush - Sandusky,145 Columbus Ave.,Cleveland / Akron / Canton,Sandusky,US,https://www.opentable.com/img/restimages/107134.jpg,http://mobile.opentable.com/opentable/?restId=107134,"['AMEX', 'Discover', 'MasterCard', 'Visa']",4195029463x2,44870,2,http://www.opentable.com/single.aspx?rid=107134,OH,"{'lat': 41.45646, 'lng': -82.712392}"
12,112477,American,4.2,241,Cleveland Heights,(216) 795-0550,$30 and under,Casual Dining,Nighttown,12387 Cedar Ave,Cleveland / Akron / Canton,Cleveland Heights,US,https://www.opentable.com/img/restimages/112477.jpg,http://mobile.opentable.com/opentable/?restId=112477,"['AMEX', 'Discover', 'MasterCard', 'Visa']",2167950550,44106,2,http://www.opentable.com/single.aspx?rid=112477,OH,"{'lat': 41.501006, 'lng': -81.59614}"
13,103036,American,4.8,24,Cleveland East,(216) 707-4051,$30 and under,Casual Dining,North Coast Cafe,9801 Carnegie Avenue,Cleveland / Akron / Canton,Cleveland,US,https://www.opentable.com/img/restimages/103036.jpg,http://mobile.opentable.com/opentable/?restId=103036,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",2167074051x,44106,2,http://www.opentable.com/single.aspx?rid=103036,OH,"{'lat': 41.501782, 'lng': -81.619722}"
14,90835,American,4.5,607,Akron,(330) 375-5050,$30 and under,Casual Elegant,D.B.A.,21 Furnace Street,Cleveland / Akron / Canton,Akron,US,https://www.opentable.com/img/restimages/90835.jpg,http://mobile.opentable.com/opentable/?restId=90835,"['AMEX', 'Discover', 'MasterCard', 'Visa']",3303755050x,44308,2,http://www.opentable.com/single.aspx?rid=90835,OH,"{'lat': 41.088834, 'lng': -81.515739}"
15,29239,"Global, International",4.5,968,Tremont,(216) 583-9999,$30 and under,Casual Dining,Parallax Restaurant & Lounge,2179 W. Eleventh St.,Cleveland / Akron / Canton,Cleveland,US,https://www.opentable.com/img/restimages/29239.jpg,http://mobile.opentable.com/opentable/?restId=29239,"['AMEX', 'Discover', 'MasterCard', 'Visa']",2165839999,44113,2,http://www.opentable.com/single.aspx?rid=29239,OH,"{'lat': 41.482446, 'lng': -81.689343}"
16,4465,Contemporary American,4.7,3049,Lakewood,(216) 228-2250,$31 to $50,Fine Dining,Pier W,12700 Lake Avenue,Cleveland / Akron / Canton,Cleveland,US,https://www.opentable.com/img/restimages/4465.jpg,http://mobile.opentable.com/opentable/?restId=4465,"['AMEX', 'Carte Blanche', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",2162282250,44107,3,http://www.opentable.com/single.aspx?rid=4465,OH,"{'lat': 41.492507, 'lng': -81.779029}"
17,37129,American,4.5,1477,Tremont,(216) 274-1200,$31 to $50,Casual Elegant,DANTE,2247 Professor Ave,Cleveland / Akron / Canton,Tremont,US,https://www.opentable.com/img/restimages/37129.jpg,http://mobile.opentable.com/opentable/?restId=37129,"['AMEX', 'Discover', 'MasterCard', 'Visa']",2162741200x,44113,3,http://www.opentable.com/single.aspx?rid=37129,OH,"{'lat': 41.48161, 'lng': -81.686331}"
18,86371,Sushi,4.6,147,Beachwood,(216) 464-1720,$30 and under,Casual Dining,Shuhei,23360 Chagrin Blvd,Cleveland / Akron / Canton,Beachwood,US,https://www.opentable.com/img/restimages/86371.jpg,http://mobile.opentable.com/opentable/?restId=86371,"['MasterCard', 'Visa']",2164641720,44122,2,http://www.opentable.com/single.aspx?rid=86371,OH,"{'lat': 41.463769, 'lng': -81.514266}"
19,93931,American,4.4,518,Akron,(330) 253-1234,$30 and under,Casual Elegant,Crave - Akron,57 E. Market St.,Cleveland / Akron / Canton,Akron,US,https://www.opentable.com/img/restimages/93931.jpg,http://mobile.opentable.com/opentable/?restId=93931,"['AMEX', 'Discover', 'MasterCard', 'Visa']",3302531234,44308,2,http://www.opentable.com/single.aspx?rid=93931,OH,"{'lat': 41.085025, 'lng': -81.515763}"
20,51502,Contemporary American,4.4,649,Hudson,(330) 342-3667,$30 and under,Casual Dining,One Red Door,49 Village Way,Cleveland / Akron / Canton,Hudson,US,https://www.opentable.com/img/restimages/51502.jpg,http://mobile.opentable.com/opentable/?restId=51502,"['AMEX', 'Discover', 'MasterCard', 'Visa']",3303423667,44236,2,http://www.opentable.com/single.aspx?rid=51502,OH,"{'lat': 41.241497, 'lng': -81.442767}"
21,106723,American,4.4,183,Akron,(330) 535-6410,$30 and under,Casual Dining,3 Point,45 East Market Street,Cleveland / Akron / Canton,Akron,US,https://www.opentable.com/img/restimages/106723.jpg,http://mobile.opentable.com/opentable/?restId=106723,"['AMEX', 'Discover', 'MasterCard', 'Visa']",3305356410x,44308,2,http://www.opentable.com/single.aspx?rid=106723,OH,"{'lat': 41.084979, 'lng': -81.516162}"
22,90436,Contemporary American,4.4,290,New Bern,(252) 635-1879,$30 and under,Casual Elegant,247 Craven,247 Craven St,Coastal North Carolina,New Bern,US,https://www.opentable.com/img/restimages/90436.jpg,http://mobile.opentable.com/opentable/?restId=90436,"['AMEX', 'Discover', 'MasterCard', 'Visa']",2526351879,90436,2,http://www.opentable.com/single.aspx?rid=90436,NC,"{'lat': 35.10643, 'lng': -77.03834}"
23,7551,Asian,4.5,149,Wilmington,(910) 763-3172,$30 and under,Casual Elegant,Yo Sake Downtown Sushi Lounge,33 South Front St.,Coastal North Carolina,Wilmington,US,https://www.opentable.com/img/restimages/7551.jpg,http://mobile.opentable.com/opentable/?restId=7551,"['AMEX', 'Discover', 'MasterCard', 'Visa']",9107633172x,28401,2,http://www.opentable.com/single.aspx?rid=7551,NC,"{'lat': 34.234789, 'lng': -77.948579}"
24,7581,Tapas / Small Plates,4.5,965,Wilmington,(910) 762-1922,$30 and under,Casual Elegant,Circa 1922,8 N. Front St.,Coastal North Carolina,Wilmington,US,https://www.opentable.com/img/restimages/7581.jpg,http://mobile.opentable.com/opentable/?restId=7581,"['AMEX', 'Discover', 'MasterCard', 'Visa']",9107621922,28401,2,http://www.opentable.com/single.aspx?rid=7581,NC,"{'lat': 34.235495, 'lng': -77.94865}"
25,148297,American,4.6,831,Gahanna,(614) 855-9840,$31 to $50,Casual Dining,The Barn,1370 East Johnstown Road,Columbus,Gahanna,US,https://www.opentable.com/img/restimages/148297.jpg,http://mobile.opentable.com/opentable/?restId=148297,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6148559840x,43230,3,http://www.opentable.com/single.aspx?rid=148297,OH,"{'lat': 40.053247, 'lng': -82.842592}"
26,103939,American,4.5,158,Upper Arlington,(614) 485-1750,$30 and under,Casual Elegant,The Wine Bistro - Upper Arlington,1750 W. Lane Ave,Columbus,Columbus,US,https://www.opentable.com/img/restimages/103939.jpg,http://mobile.opentable.com/opentable/?restId=103939,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6144851750,43221,2,http://www.opentable.com/single.aspx?rid=103939,OH,"{'lat': 40.007465, 'lng': -83.056883}"
27,18712,Steakhouse,4.6,2210,Polaris,(614) 433-7307,$50 and over,Fine Dining,Eddie Merlot's - Columbus,1570 Polaris Parkway,Columbus,Columbus,US,https://www.opentable.com/img/restimages/18712.jpg,http://mobile.opentable.com/opentable/?restId=18712,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6144337307,43240,4,http://www.opentable.com/single.aspx?rid=18712,OH,"{'lat': 40.141542, 'lng': -82.977339}"
28,26842,Italian,4.3,1071,Columbus,(614) 224-9373,$30 and under,Casual Elegant,Due Amici,67 E Gay Street,Columbus,Columbus,US,https://www.opentable.com/img/restimages/26842.jpg,http://mobile.opentable.com/opentable/?restId=26842,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6142249373x,43215,2,http://www.opentable.com/single.aspx?rid=26842,OH,"{'lat': 39.963686, 'lng': -82.998929}"
29,147982,Italian,4.4,119,Westerville,(614) 895-8890,$30 and under,Casual Elegant,Giammarco's,6030 Chandler Court,Columbus,Westerville,US,https://www.opentable.com/img/restimages/147982.jpg,http://mobile.opentable.com/opentable/?restId=147982,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6148958890x,43082,2,http://www.opentable.com/single.aspx?rid=147982,OH,"{'lat': 40.15369, 'lng': -82.921292}"
30,4148,Italian,4.3,525,Grandview Heights,(614) 488-2104,$30 and under,Casual Elegant,Trattoria Roma,1447 Grandview Avenue,Columbus,Columbus,US,https://www.opentable.com/img/restimages/4148.jpg,http://mobile.opentable.com/opentable/?restId=4148,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6144882104,43212,2,http://www.opentable.com/single.aspx?rid=4148,OH,"{'lat': 39.9872, 'lng': -83.0445}"
31,10141,Italian,4.7,1382,Victorian Village,(614) 294-7383,$31 to $50,Casual Elegant,Basi Italia,811 Highland St.,Columbus,Columbus,US,https://www.opentable.com/img/restimages/10141.jpg,http://mobile.opentable.com/opentable/?restId=10141,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6142947383,43215,3,http://www.opentable.com/single.aspx?rid=10141,OH,"{'lat': 39.977809, 'lng': -83.010476}"
32,110464,Contemporary American,4.5,512,Worthington,(614) 847-1166,$30 and under,Casual Elegant,J. Alexander's - Columbus,7550 Vantage Dr,Columbus,Columbus,US,https://www.opentable.com/img/restimages/110464.jpg,http://mobile.opentable.com/opentable/?restId=110464,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6148471166,43235,2,http://www.opentable.com/single.aspx?rid=110464,OH,"{'lat': 40.117271, 'lng': -83.013285}"
33,23113,American,4.5,1283,Polaris,(614) 431-5598,$30 and under,Casual Elegant,Polaris Grill,1835 Polaris Parkway,Columbus,Columbus,US,https://www.opentable.com/img/restimages/23113.jpg,http://mobile.opentable.com/opentable/?restId=23113,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6144315598,43240,2,http://www.opentable.com/single.aspx?rid=23113,OH,"{'lat': 40.141211, 'lng': -82.968635}"
34,148096,Contemporary American,4.5,126,Marysville,(937) 553-9030,$30 and under,Casual Elegant,Hinkley's,318 E. 5th Street,Columbus,Marysville,US,https://www.opentable.com/img/restimages/148096.jpg,http://mobile.opentable.com/opentable/?restId=148096,"['AMEX', 'Discover', 'MasterCard', 'Visa']",9375539030x,43040,2,http://www.opentable.com/single.aspx?rid=148096,OH,"{'lat': 40.236685, 'lng': -83.36356}"
35,3923,Contemporary American,4.4,869,Worthington,(614) 885-2600,$30 and under,Casual Elegant,The Worthington Inn,649 High Street,Columbus,Columbus,US,https://www.opentable.com/img/restimages/3923.jpg,http://mobile.opentable.com/opentable/?restId=3923,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6148852600x,43085,2,http://www.opentable.com/single.aspx?rid=3923,OH,"{'lat': 40.0868, 'lng': -83.0182}"
36,11704,Contemporary American,4.7,2694,German Village,(614) 228-4343,$31 to $50,Fine Dining,Lindey's,169 E. Beck Street,Columbus,Columbus,US,https://www.opentable.com/img/restimages/11704.jpg,http://mobile.opentable.com/opentable/?restId=11704,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6142284343x,43206,3,http://www.opentable.com/single.aspx?rid=11704,OH,"{'lat': 39.950779, 'lng': -82.993625}"
37,13966,Contemporary American,4.5,1739,Columbus,(614) 629-0000,$31 to $50,Fine Dining,M Restaurant,2 Miranova Place,Columbus,Columbus,US,https://www.opentable.com/img/restimages/13966.jpg,http://mobile.opentable.com/opentable/?restId=13966,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6146290000x,43215,3,http://www.opentable.com/single.aspx?rid=13966,OH,"{'lat': 39.95471, 'lng': -83.005734}"
38,91624,American,4.4,283,Columbus,(614) 484-5287,$30 and under,Casual Elegant,Gallerie Bar & Bistro,401 N. High St,Columbus,Columbus,US,https://www.opentable.com/img/restimages/91624.jpg,http://mobile.opentable.com/opentable/?restId=91624,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6144845287x,43215,2,http://www.opentable.com/single.aspx?rid=91624,OH,"{'lat': 39.969592, 'lng': -83.002095}"
39,140680,Contemporary American,4.2,91,Logan,(740) 380-7489,$31 to $50,Casual Elegant,The Inn at Cedar Falls,21190 State Route 374,Columbus,Logan,US,https://www.opentable.com/img/restimages/140680.jpg,http://mobile.opentable.com/opentable/?restId=140680,"['AMEX', 'MasterCard', 'Visa']",7403807489,43138,3,http://www.opentable.com/single.aspx?rid=140680,OH,"{'lat': 39.424712, 'lng': -82.525425}"
40,97042,Contemporary American,4.5,385,Dublin,(614) 792-3424,$30 and under,Casual Elegant,Oscar's of Dublin,84 N. High St.,Columbus,Dublin,US,https://www.opentable.com/img/restimages/97042.jpg,http://mobile.opentable.com/opentable/?restId=97042,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6147923424,43017,2,http://www.opentable.com/single.aspx?rid=97042,OH,"{'lat': 40.101393, 'lng': -83.113881}"
41,111703,Barbecue,4.2,212,Dublin,(614) 791-7427,$30 and under,Casual Dining,Montgomery Inn - Columbus,4565 West Dublin-Granville Rd,Columbus,Dublin,US,https://www.opentable.com/img/restimages/111703.jpg,http://mobile.opentable.com/opentable/?restId=111703,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6147917427x,43017,2,http://www.opentable.com/single.aspx?rid=111703,OH,"{'lat': 40.099559, 'lng': -83.107886}"
42,110209,Asian,4.3,63,Dublin,(614) 798-8300,$30 and under,Casual Dining,BD's Mongolian Grill – Dublin,6242 Sawmill Road,Columbus,Dublin,US,https://www.opentable.com/img/restimages/110209.jpg,http://mobile.opentable.com/opentable/?restId=110209,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6147988300,43017,2,http://www.opentable.com/single.aspx?rid=110209,OH,"{'lat': 40.093108, 'lng': -83.0916}"
43,117997,American,4.5,872,Upper Arlington,(614) 487-0622,$31 to $50,Casual Dining,Hudson 29,1600 West Lane Ave,Columbus,Upper Arlington,US,https://www.opentable.com/img/restimages/117997.jpg,http://mobile.opentable.com/opentable/?restId=117997,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6144870622x,43221,3,http://www.opentable.com/single.aspx?rid=117997,OH,"{'lat': 40.00714, 'lng': -83.052257}"
44,12364,Steakhouse,4.5,1802,Bexley,(614) 231-8238,$31 to $50,Casual Elegant,The Top Steak House,2891 E. Main Street,Columbus,Columbus,US,https://www.opentable.com/img/restimages/12364.jpg,http://mobile.opentable.com/opentable/?restId=12364,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6142318238,43209,3,http://www.opentable.com/single.aspx?rid=12364,OH,"{'lat': 39.956774, 'lng': -82.921332}"
45,7367,American,3.8,679,Columbus,(614) 233-7541,$30 and under,Casual Elegant,Latitude 41,50 North Third Street,Columbus,Columbus,US,https://www.opentable.com/img/restimages/7367.jpg,http://mobile.opentable.com/opentable/?restId=7367,"['AMEX', 'Carte Blanche', 'Diners Club', 'Discover', 'JCB', 'MasterCard', 'Visa']",6142337541x,43205,2,http://www.opentable.com/single.aspx?rid=7367,OH,"{'lat': 39.963596, 'lng': -82.998212}"
46,110188,Asian,4.3,74,Easton,(614) 471-1000,$30 and under,Casual Dining,BD's Mongolian Grill - Easton,3799 Worth Ave,Columbus,Columbus,US,https://www.opentable.com/img/restimages/110188.jpg,http://mobile.opentable.com/opentable/?restId=110188,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6144711000,43219,2,http://www.opentable.com/single.aspx?rid=110188,OH,"{'lat': 40.054409, 'lng': -82.917455}"
47,5401,Seafood,4.3,2187,Grandview Heights,(614) 291-3474,$30 and under,Casual Elegant,Columbus Fish Market - Grandview,1245 Olentangy River Road,Columbus,Columbus,US,https://www.opentable.com/img/restimages/5401.jpg,http://mobile.opentable.com/opentable/?restId=5401,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6142913474,43212,2,http://www.opentable.com/single.aspx?rid=5401,OH,"{'lat': 39.986, 'lng': -83.024}"
48,95767,Brazilian Steakhouse,4.5,655,Columbus,(614) 472-4072,$31 to $50,Casual Elegant,Texas de Brazil - Columbus,4040 Easton Station,Columbus,Columbus,US,https://www.opentable.com/img/restimages/95767.jpg,http://mobile.opentable.com/opentable/?restId=95767,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6144724072x,43219,3,http://www.opentable.com/single.aspx?rid=95767,OH,"{'lat': 40.04982, 'lng': -82.91367}"
49,5325,Spanish,4.7,1850,German Village,(614) 443-3699,$31 to $50,Casual Elegant,Barcelona Restaurant & Bar,263 E. Whittier,Columbus,Columbus,US,https://www.opentable.com/img/restimages/5325.jpg,http://mobile.opentable.com/opentable/?restId=5325,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6144433699x,43206,3,http://www.opentable.com/single.aspx?rid=5325,OH,"{'lat': 39.944, 'lng': -82.99}"
50,82828,Contemporary American,4.4,512,Columbus,(614) 222-8830,$30 and under,Casual Elegant,De Novo,201 S. High St.,Columbus,Columbus,US,https://www.opentable.com/img/restimages/82828.jpg,http://mobile.opentable.com/opentable/?restId=82828,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6142228830x,43215,2,http://www.opentable.com/single.aspx?rid=82828,OH,"{'lat': 39.957982, 'lng': -82.999844}"
51,113596,Contemporary American,4.4,1252,Columbus,(614) 428-6999,$30 and under,Casual Dining,Cooper's Hawk Winery & Restaurant - Columbus,4230 The Strand,Columbus,Columbus,US,https://www.opentable.com/img/restimages/113596.jpg,http://mobile.opentable.com/opentable/?restId=113596,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6144286999x,43219,2,http://www.opentable.com/single.aspx?rid=113596,OH,"{'lat': 40.054352, 'lng': -82.915064}"
52,6654,Steakhouse,4.3,1049,Columbus,(614) 621-2333,$31 to $50,Fine Dining,Mitchell's Steakhouse - Columbus Downtown,45 North Third Street,Columbus,Columbus,US,https://www.opentable.com/img/restimages/6654.jpg,http://mobile.opentable.com/opentable/?restId=6654,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6146212333,43215,3,http://www.opentable.com/single.aspx?rid=6654,OH,"{'lat': 39.963505, 'lng': -82.998194}"
53,116098,Contemporary American,4.5,486,Columbus,(614) 429-3936,$30 and under,Casual Elegant,Wolf's Ridge Brewing,215 N. Fourth St.,Columbus,Columbus,US,https://www.opentable.com/img/restimages/116098.jpg,http://mobile.opentable.com/opentable/?restId=116098,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6144293936x,43215,2,http://www.opentable.com/single.aspx?rid=116098,OH,"{'lat': 39.96727, 'lng': -82.997612}"
54,87070,Japanese,4.1,357,Polaris,(614) 436-3705,$30 and under,Casual Dining,Benihana - Columbus,8781 Lyra Drive,Columbus,Columbus,US,https://www.opentable.com/img/restimages/87070.jpg,http://mobile.opentable.com/opentable/?restId=87070,"['AMEX', 'Carte Blanche', 'Diners Club', 'Discover', 'JCB', 'MasterCard', 'Visa']",6144363705x,43240,2,http://www.opentable.com/single.aspx?rid=87070,OH,"{'lat': 40.14504, 'lng': -82.975331}"
55,60457,Fondue,4.4,862,Columbus,(614) 476-5500,$31 to $50,Casual Elegant,The Melting Pot - Columbus,4014 Townsfair Way,Columbus,Columbus,US,https://www.opentable.com/img/restimages/60457.jpg,http://mobile.opentable.com/opentable/?restId=60457,"['AMEX', 'Diners Club', 'Discover', 'MasterCard', 'Visa']",6144765500,43219,3,http://www.opentable.com/single.aspx?rid=60457,OH,"{'lat': 40.049135, 'lng': -82.914684}"
56,138628,American,4.4,91,Grandview Heights,(614) 223-1288,$30 and under,Casual Dining,Red Hook Grill,1223 Goodale Blvd,Columbus,Grandview Heights,US,https://www.opentable.com/img/restimages/138628.jpg,http://mobile.opentable.com/opentable/?restId=138628,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6142231288x,43212,2,http://www.opentable.com/single.aspx?rid=138628,OH,"{'lat': 39.974659, 'lng': -83.036404}"
57,103969,American,4.3,209,Clintonville,(614) 262-4416,$30 and under,Casual Elegant,The Wine Bistro - Clintonville,4416 N. High St.,Columbus,Columbus,US,https://www.opentable.com/img/restimages/103969.jpg,http://mobile.opentable.com/opentable/?restId=103969,"['AMEX', 'Carte Blanche', 'Discover', 'MasterCard', 'Visa']",6142624416,43214,2,http://www.opentable.com/single.aspx?rid=103969,OH,"{'lat': 40.052276, 'lng': -83.020045}"
58,71200,Tapas / Small Plates,4.5,474,Columbus,(614) 228-9041,$30 and under,Casual Dining,SideBar 122,122 E. Main Street,Columbus,Columbus,US,https://www.opentable.com/img/restimages/71200.jpg,http://mobile.opentable.com/opentable/?restId=71200,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6142289041,43215,2,http://www.opentable.com/single.aspx?rid=71200,OH,"{'lat': 39.956661, 'lng': -82.996113}"
59,118339,Contemporary American,4.7,121,Delaware,(740) 417-4074,$31 to $50,Casual Elegant,Veritas Tavern,15 E. Winter St.,Columbus,Delaware,US,https://www.opentable.com/img/restimages/118339.jpg,http://mobile.opentable.com/opentable/?restId=118339,"['AMEX', 'Discover', 'MasterCard', 'Visa']",7404174074,43015,3,http://www.opentable.com/single.aspx?rid=118339,OH,"{'lat': 40.30015, 'lng': -83.066856}"
60,96487,International,4.3,485,Columbus,(614) 486-1114 e,$30 and under,Casual Dining,SPAGIO,1295 Grandview Ave,Columbus,Columbus,US,https://www.opentable.com/img/restimages/96487.jpg,http://mobile.opentable.com/opentable/?restId=96487,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6144861114x1,43212,2,http://www.opentable.com/single.aspx?rid=96487,OH,"{'lat': 39.984147, 'lng': -83.044937}"
61,76306,American,3.8,154,Columbus,(614) 416-8419,$31 to $50,Casual Elegant,The Dining Room - Columbus Easton,3900 Chagrin Drive,Columbus,Columbus,US,https://www.opentable.com/img/restimages/76306.jpg,http://mobile.opentable.com/opentable/?restId=76306,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6144168419x,43219,3,http://www.opentable.com/single.aspx?rid=76306,OH,"{'lat': 40.048979, 'lng': -82.91199399999999}"
62,117079,American,4.4,215,Columbus,(614) 291-5000,$30 and under,Casual Dining,Hubbard Grille,793 N. High St.,Columbus,Columbus,US,https://www.opentable.com/img/restimages/117079.jpg,http://mobile.opentable.com/opentable/?restId=117079,"['AMEX', 'Discover', 'MasterCard', 'Visa']",6142915000x,43215,2,http://www.opentable.com/single.aspx?rid=117079,OH,"{'lat': 39.978598, 'lng': -83.00401}"
